bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Sedan,Renault,Kennedy,Gris,4.0,Gasolina,139000.0,Megane,2000,16500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Toyota,Chapinero,Plateado,5.0,Gasolina,122000.0,RAV4,2.0,46500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Chevrolet,Engativa,Blanco,4.0,Diesel,175000.0,D-Max,2.0,35800000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Renault,Bogota,Gris,4.0,Gasolina,184109.0,Symbol,1.4,12000000.0,Cundinamarca,Mecanica,2006.0
Camioneta,Volkswagen,Barrios Unidos,Plata,4.0,Gasolina,117500.0,Jetta,2000,19500000.0,Bogota D.C.,Automatica,2006.0
Sedan,Renault,Suba,Blanco,5.0,Gasolina,140039.0,Clio,1.6,14800000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Nissan,Barranquilla,Blanco,5.0,Gasolina,159546.0,Murano,3.5,26000000.0,Atlantico,Automatica,2006.0
Pick-Up,Chevrolet,Suba,Blanco,2.0,Diesel,160000.0,LUV,3.0,42900000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Toyota,Medellin,Blanco,5.0,Gasolina,41000.0,Burbuja,1.6,159000000.0,Antioquia,Mecanica,2006.0
Camioneta,Ford,Suba,Blanco,5.0,Gasolina,145000.0,Ecosport,2.0,23900000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Chevrolet,Chapinero,Plateado,5.0,Gasolina,136000.0,Grand Vitara,2.5,29900000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Chevrolet,Suba,Gris,5.0,Gasolina,144181.0,Corsa,1.4,14800000.0,Bogota D.C.,Mecanica,2006.0
Pick-Up,Mazda,Rionegro,Plateado,4.0,Gasolina,159880.0,B2600,2.6,42000000.0,Antioquia,Mecanica,2006.0
Camioneta,Peugeot,Engativa,Negro,5.0,Gasolina,161000.0,206,1400,12500000.0,Bogota D.C.,Mecanica,2006.0
SUV,Chevrolet,San Cristobal Sur,Plateado,5.0,Gasolina,117000.0,Zafira,2000,21000000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Volkswagen,Barrios Unidos,Negro,5.0,Gasolina,98000.0,Gol,1.8,7500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Jeep,Copacabana,Plateado,5.0,Gasolina,83205.0,Grand Cherokee,4.7,37900000.0,Antioquia,Automatica,2006.0
Sedan,Eskoda,Usaquen,Rojo,5.0,Gasolina,107000.0,Fabia,1.4,15900000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Toyota,Barrios Unidos,Gris,5.0,Gasolina,95250.0,RAV4,2400,38000000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Toyota,Usaquen,Gris,5.0,Gasolina,91000.0,Prado,3.4,78000000.0,Bogota D.C.,Mecanica,2006.0
Furgon,Chevrolet,Engativa,Azul,2.0,Diesel,490119.0,LUV,2500,36000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Renault,Usaquen,Plata,4.0,Gasolina,118000.0,Megane,2.0,16000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Chevrolet,Usaquen,Gris,4.0,Gasolina,140310.0,Optra,1800,16800000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Toyota,Rafael Uribe Uribe,Beige,3.0,Gasolina,143000.0,Prado,2700,49500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Nissan,Chia,Gris,5.0,Diesel,8000.0,X-Trail,2.2,35000000.0,Cundinamarca,Mecanica,2006.0
Sedan,Renault,Medellin,Blanco,4.0,Gasolina,115000.0,Megane,1.6,14200000.0,Antioquia,Mecanica,2006.0
Sedan,Hyundai,Chia,Blanco,4.0,Gasolina,200000.0,Elantra,2.0,14500000.0,Cundinamarca,Mecanica,2006.0
Sedan,Renault,Bello,Gris,4.0,Gasolina,200000.0,Logan,1.6,14500000.0,Antioquia,Mecanica,2006.0
Camioneta,Chevrolet,Sahagun,Gris,4.0,Diesel,180000.0,D-Max,2.0,41000000.0,Cordoba,Mecanica,2006.0
Camioneta,Hafei,Ciudad Bolivar,Gris,5.0,Gasolina,35000.0,Minyi,1.1,14000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Renault,Tulua,Blanco,4.0,Gasolina,199126.0,Megane,1.4,14500000.0,Valle Del Cauca,Mecanica,2006.0
Sedan,Renault,Usme,Gris,4.0,Gasolina,143156.0,Megane 2,2.0,16700000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Renault,Oiba,Gris,4.0,Gasolina,198000.0,Megane,1.4,12700000.0,Santander,Mecanica,2006.0
Hatchback,Chevrolet,Barranquilla,Gris,5.0,Gasolina,150000.0,Corsa,1.4,12500000.0,Atlantico,Mecanica,2006.0
Sedan,Renault,Sogamoso,Gris,4.0,Gasolina,113000.0,Megane 2,2.0,17500000.0,Boyaca,Mecanica,2006.0
Camioneta,Toyota,Pereira,Blanco,5.0,Gasolina,175000.0,RAV4,2.0,1500000.0,Risaralda,Mecanica,2006.0
Hatchback,Hyundai,Usaquen,Azul,5.0,Gasolina,125000.0,Elantra,2.0,13500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Chevrolet,Medellin,Gris,5.0,Gasolina,171000.0,Grand Vitara,2.0,35500000.0,Antioquia,Mecanica,2006.0
Camioneta,Subaru,Zipaquira,Blanco,5.0,Gasolina,96000.0,Impreza,1.6,24500000.0,Cundinamarca,Mecanica,2006.0
Hatchback,Renault,Manizales,Blanco,5.0,Gasolina,205657.0,Twingo,1.2,10500000.0,Caldas,Mecanica,2006.0
Camioneta,Subaru,Pereira,Blanco,5.0,Gasolina,171000.0,Impreza,1.6,24000000.0,Risaralda,Mecanica,2006.0
Furgon,Chevrolet,Suba,Gris,2.0,Gasolina,207000.0,Super carry,1.0,20000000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Peugeot,Cali,Blanco,5.0,Gasolina,155000.0,206,1.4,14000000.0,Valle Del Cauca,Mecanica,2006.0
Pick-Up,Toyota,Policarpa,Blanco,2.0,Gasolina,200000.0,Hilux,2.7,67000000.0,Narino,Mecanica,2006.0
Hatchback,Renault,Paipa,Blanco,5.0,Gasolina,171000.0,Clio,1.4,17000000.0,Boyaca,Mecanica,2006.0
Sedan,Volkswagen,Bello,Gris,4.0,Gasolina,145000.0,Bora,2.5,20500000.0,Antioquia,Mecanica,2006.0
Hatchback,Fiat,Kennedy,Gris,5.0,Gasolina,138000.0,Palio,1.3,12800000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Renault,Bucaramanga,Gris,5.0,Gasolina,107286.0,Twingo,1.2,12500000.0,Santander,Mecanica,2006.0
Sedan,Mazda,Cali,Blanco,4.0,Gasolina,186000.0,626,2.0,16500000.0,Valle Del Cauca,Mecanica,2006.0
Sedan,BMW,Suba,Rojo,4.0,Gasolina,122300.0,Serie 3,2.0,33000000.0,Bogota D.C.,Automatica,2006.0
Camioneta,Chevrolet,Cali,Gris,2.0,Gasolina,60000.0,Super Carry 1.0,1.6,14800000.0,Valle Del Cauca,Mecanica,2006.0
Hatchback,Peugeot,Ibague,Gris,5.0,Gasolina,164000.0,206,1.4,14000000.0,Tolima,Mecanica,2006.0
Sedan,Renault,Medellin,Blanco,4.0,Gasolina,160000.0,Symbol,1.4,13000000.0,Antioquia,Mecanica,2006.0
Sedan,Renault,Cartago,Gris,4.0,Gasolina,260000.0,Megane,1.4,8000000.0,Valle Del Cauca,Mecanica,2006.0
Furgon,Hyundai,Cucuta,Blanco,2.0,Diesel,235000.0,Starex,2.6,33000000.0,Norte De Santander,Mecanica,2006.0
Camioneta,Nissan,Neiva,Gris,5.0,Diesel,230569.0,Pathfinder,2.5,35000000.0,Huila,Mecanica,2006.0
Hatchback,Mitsubishi,Bosa,Gris,2.0,Gasolina,145000.0,Montero,2.0,45000000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Toyota,Puente Aranda,Plateado,5.0,Gasolina,162000.0,RAV4,2.4,42000000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Fiat,Medellin,Blanco,5.0,Gasolina,192853.0,Palio,1.3,10000000.0,Antioquia,Mecanica,2006.0
Hatchback,Peugeot,Cali,Blanco,5.0,Gasolina,195300.0,206,1.4,13000000.0,Valle Del Cauca,Mecanica,2006.0
Sedan,Chevrolet,Santo Tomas,Gris,4.0,Gasolina,215174.0,Optra,1.4,14000000.0,Atlantico,Mecanica,2006.0
Hatchback,Chevrolet,Popayan,Blanco,4.0,Gasolina,190000.0,D-Max,1.6,31000000.0,Cauca,Mecanica,2006.0
Camioneta,Chevrolet,Cali,Blanco,5.0,Gasolina,197000.0,Grand Vitara,1.6,28000000.0,Valle Del Cauca,Mecanica,2006.0
Sedan,Chevrolet,Bello,Gris,4.0,Gasolina,221000.0,Optra,1.4,15000000.0,Antioquia,Mecanica,2006.0
Camioneta,Nissan,Suba,Blanco,5.0,Diesel,200000.0,Patrol,3.0,52000000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Renault,Ubate,Gris,5.0,Gasolina,143000.0,Clio,1.4,14500000.0,Cundinamarca,Mecanica,2006.0
Sedan,Renault,Marinilla,Plateado,4.0,Gasolina,290000.0,Megane,1.6,13500000.0,Antioquia,Mecanica,2006.0
Sedan,BMW,Suba,Gris,4.0,Gasolina,106246.0,Serie 3,2.0,31800000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Renault,Rionegro,Blanco,4.0,Gasolina,110339.0,Megane,1.6,17200000.0,Antioquia,Automatica,2006.0
Sedan,Mazda,Suba,Blanco,4.0,Gasolina,2000.0,626,2.0,1250.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Renault,Rionegro,Blanco,5.0,Gasolina,190435.0,Twingo,1.2,120000000.0,Antioquia,Mecanica,2006.0
Sedan,Kia,Ciudad Bolivar,Gris,4.0,Gasolina,165000.0,Rio,1.4,15900000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Mazda,Cartagena De Indias,Gris,4.0,Gasolina,184000.0,6,2.0,17000000.0,Bolivar,Mecanica,2006.0
Camioneta,Nissan,Valledupar,Dorado,5.0,Gasolina,274000.0,X-Trail,2.5,31000000.0,Cesar,Mecanica,2006.0
Hatchback,Chevrolet,La Celia,Gris,5.0,Gasolina,115000.0,Corsa,1.4,13600000.0,Risaralda,Mecanica,2006.0
Hatchback,Renault,Itagui,Gris,5.0,Gasolina,147.0,Clio,1.4,15000000.0,Antioquia,Mecanica,2006.0
Hatchback,Ford,Rionegro,Plateado,5.0,Gasolina,203000.0,Fiesta,1.0,14000000.0,Antioquia,Mecanica,2006.0
Pick-Up,Ford,Facatativa,Blanco,2.0,Gasolina,157659.0,F-150,5.4,48000000.0,Cundinamarca,Automatica,2006.0
Hatchback,Chevrolet,Kennedy,Gris,5.0,Gasolina,119000.0,Corsa,1.4,13800000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Renault,Bucaramanga,Blanco,5.0,Gasolina,118000.0,Twingo,1.2,13500000.0,Santander,Mecanica,2006.0
Sedan,Renault,Cali,Gris,4.0,Gasolina,74000.0,Megane 2,2.0,13800000.0,Valle Del Cauca,Mecanica,2006.0
Hatchback,Mazda,Barranquilla,Gris,5.0,Gasolina,172000.0,Demio,1.3,11500000.0,Atlantico,Mecanica,2006.0
Convertible,Peugeot,Suba,Gris,2.0,Gasolina,146000.0,206,1.6,18000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Renault,Engativa,Blanco,4.0,Gasolina,69700.0,Symbol,1.4,15000000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Peugeot,Bogota,Blanco,5.0,Gasolina,130000.0,206,1.4,15300000.0,Cundinamarca,Mecanica,2006.0
Camioneta,Renault,Santa Rosa De Cabal,Blanco,2.0,Gasolina,285000.0,Twingo,2.0,11800000.0,Risaralda,Mecanica,2006.0
Camioneta,Toyota,Valledupar,Gris,5.0,Gasolina,350000.0,Prado,3.4,44000000.0,Cesar,Mecanica,2006.0
Pick-Up,Toyota,Popayan,Gris,4.0,Diesel,260000.0,Hilux,2.5,69900000.0,Cauca,Mecanica,2006.0
Pick-Up,Chevrolet,Simijaca,Blanco,4.0,Gasolina,270000.0,D-Max,izusu 2400,38500000.0,Cundinamarca,Mecanica,2006.0
Hatchback,Chevrolet,La Calera,Gris,5.0,Gasolina,112000.0,Chevy,1.6,13500000.0,Cundinamarca,Automatica,2006.0
Sedan,Chevrolet,Cali,Gris,4.0,Gasolina,300.0,Optra,1.8,14000000.0,Valle Del Cauca,Mecanica,2006.0
Sedan,Chevrolet,Bucaramanga,Dorado,4.0,Gasolina,162000.0,Optra,1.8,15500000.0,Santander,Mecanica,2006.0
Camioneta,Nissan,Kennedy,Plateado,4.0,Gasolina,167217.0,X-Trail,1.6,26500000.0,Bogota D.C.,Automatica,2006.0
Station Wagon,Subaru,Teusaquillo,Gris,5.0,Gasolina,91000.0,Impreza,2.0,30000000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Hyundai,Bucaramanga,Azul,4.0,Diesel,150850.0,Starex,2.4,42000000.0,Santander,Mecanica,2006.0
Sedan,Chevrolet,Bogota,Rojo,4.0,Gasolina,146000.0,Aveo,1.6,17000000.0,Cundinamarca,Mecanica,2006.0
Camioneta,Kia,Armenia,Gris,5.0,Gasolina,270000.0,Carens,2.0,15000000.0,Quindio,Mecanica,2006.0
Hatchback,Hyundai,Cali,Blanco,5.0,Gasolina,163098.0,Accent,1.5,14000000.0,Valle Del Cauca,Mecanica,2006.0
Pick-Up,Toyota,Pereira,Gris,2.0,Diesel,298949.0,Hilux,2.5,58000000.0,Risaralda,Mecanica,2006.0
Sedan,Honda,Bogota,Plateado,4.0,Gasolina,69000.0,Civic,1.8,27900000.0,Cundinamarca,Automatica,2006.0
Hatchback,Chevrolet,Cucuta,Gris,5.0,Gasolina,151000.0,Corsa,1.4,10000000.0,Norte De Santander,Mecanica,2006.0
Sedan,BMW,Cali,Blanco,4.0,Gasolina,140000.0,Serie 3,3.0,48000000.0,Valle Del Cauca,Automatica,2006.0
Camioneta,Chevrolet,Tunjuelito,Gris,4.0,Gasolina,98512.0,Aveo,2.0,17500000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Renault,La Dorada,Blanco,4.0,Gasolina,1.0,Megane,1.6,123456.0,Caldas,Mecanica,2006.0
Camioneta,Chevrolet,Popayan,Gris,5.0,Gasolina,180000.0,Grand Vitara,1.6,20000000.0,Cauca,Mecanica,2005.0
Sedan,Mazda,Medellin,Rojo,5.0,Gasolina,150000.0,3,LF375032,16000000.0,Antioquia,Automatica,2005.0
Hatchback,Chevrolet,Bucaramanga,Gris,5.0,Gasolina,130000.0,Spark,1.0,10000000.0,Santander,Mecanica,2005.0
Sedan,Chevrolet,San Martin,Rojo,4.0,Gasolina,108000.0,Corsa,1.6,11500000.0,Meta,Mecanica,2005.0
Hatchback,Chevrolet,Medellin,Gris,5.0,Gasolina,207000.0,Corsa,1.4,9900000.0,Antioquia,Mecanica,2005.0
Camioneta,Hyundai,Rafael Uribe Uribe,Gris,5.0,Diesel,250000.0,Terracan,2500,24900000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Volkswagen,Teusaquillo,Gris,5.0,Gasolina,158000.0,Gol,1.0,13400000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Chevrolet,Medellin,Blanco,5.0,Gasolina,270000.0,Vitara,1.6,26500000.0,Antioquia,Mecanica,2005.0
Sedan,Renault,Puente Aranda,Blanco,4.0,Gasolina,215000.0,Megane,1.6,12400000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Mitsubishi,Valledupar,Blanco,5.0,Gasolina,162982.0,Montero,3.0,36000000.0,Cesar,Mecanica,2005.0
Hatchback,Renault,Medellin,Rojo,3.0,Gasolina,193000.0,Twingo,2.0,10500000.0,Antioquia,Mecanica,2005.0
Camioneta,Jeep,Usaquen,Plateado,5.0,Gasolina,65000.0,Grand Cherokee,4.7,43800000.0,Bogota D.C.,Automatica,2005.0
Hatchback,Chevrolet,Suba,Rojo,5.0,Gasolina,151206.0,Corsa,1.6,13900000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Toyota,Cali,Blanco,4.0,Gasolina,102000.0,Prado,1.6,55000000.0,Valle Del Cauca,Automatica,2005.0
Sedan,Renault,Suba,Gris,4.0,Gasolina,107779.0,Megane,2.0,15800000.0,Bogota D.C.,Automatica,2005.0
Sedan,Skoda,Suba,Blanco,5.0,Gasolina,119000.0,Fabia,2.0,13800000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Chevrolet,Suba,Gris,4.0,Gasolina,194000.0,Optra,1.4,14400000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Renault,Suba,Blanco,4.0,Gasolina,133877.0,Symbol,2.0,12200000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Renault,Usaquen,Gris,5.0,Gasolina,190000.0,Megane,1.6,14800000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Peugeot,Suba,Gris,5.0,Gasolina,134093.0,206,1.6,14900000.0,Bogota D.C.,Mecanica,2005.0
Station Wagon,Renault,Suba,Blanco,5.0,Gasolina,141254.0,Scenic,2.0,16900000.0,Bogota D.C.,Mecanica,2005.0
Coupe,Volkswagen,Suba,Plateado,3.0,Gasolina,125000.0,Fox,gasolina,13990000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Chevrolet,Suba,Blanco,4.0,Gasolina,187508.0,Corsa,1.6,15400000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Renault,Engativa,Gris,5.0,Gasolina,116000.0,Clio,1.4,15800000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Mazda,Fontibon,Plata,3.0,Gasolina,150000.0,Demio,1300,13900000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Toyota,Puente Aranda,Gris,5.0,Gasolina,113500.0,Prado,3400,49000000.0,Bogota D.C.,Automatica,2005.0
Coupe,Renault,Usaquen,Rojo,3.0,Gasolina,111000.0,Twingo,1200,12900000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Mazda,Fontibon,Plateado,4.0,Gasolina,147000.0,Mazda 6,1.6,19500000.0,Bogota D.C.,Automatica,2005.0
Pick-Up,Toyota,Kennedy,Rojo,4.0,Gasolina,148000.0,Hilux,2.4,54000000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Mazda,Cucuta,Gris,5.0,Gasolina,122630.0,ALLEGRO,1.6,16500000.0,Norte De Santander,Mecanica,2005.0
Hatchback,Chevrolet,Manizales,Blanco,5.0,Gasolina,246000.0,Corsa,1.4,11800000.0,Caldas,Mecanica,2006.0
Camioneta,Chevrolet,Puente Aranda,Blanco,5.0,Gasolina,166000.0,Grand Vitara,1.6,29900000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Hyundai,La Pintada,Blanco,5.0,Gasolina,125647.0,Getz,1.6,15500000.0,Antioquia,Mecanica,2006.0
Sedan,Renault,Medellin,Gris,4.0,Gasolina,166177.0,Megane,1.6,14500000.0,Antioquia,Mecanica,2006.0
Camioneta,Ford,Fusagasuga,Gris,5.0,Gasolina,157000.0,Escape,3.0,25800000.0,Cundinamarca,Automatica,2006.0
Sedan,Renault,Yumbo,Blanco,4.0,Gasolina,126270.0,Symbol,1.4,12000000.0,Valle Del Cauca,Mecanica,2006.0
Hatchback,Chevrolet,La Union,Blanco,2.0,Gasolina,1590.0,Vitara campero,2.0,30000000.0,Antioquia,Mecanica,2006.0
Sedan,Chevrolet,Tulua,Blanco,5.0,Gasolina,158000.0,Corsa,1.6,12000000.0,Valle Del Cauca,Mecanica,2006.0
Hatchback,Renault,Manizales,Gris,5.0,Gasolina,136000.0,Twingo,1.2,11500000.0,Caldas,Mecanica,2006.0
Camioneta,Honda,Villavicencio,Gris,5.0,Gasolina,129000.0,CR-V,2.4,33000000.0,Meta,Mecanica,2006.0
Hatchback,Hyundai,Usme,Gris,5.0,Gasolina,120000.0,Getz,1.4,15800000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Mercedes-Benz,Usaquen,Gris,4.0,Gasolina,96000.0,Clase C,1.8,34500000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Renault,Medellin,Gris,5.0,Gasolina,133700.0,Clio,1.4,15500000.0,Antioquia,Mecanica,2006.0
Camioneta,Daihatsu,Cerrito,Verde,5.0,Gasolina,209650.0,Terios,1.3,28000000.0,Santander,Mecanica,2006.0
Camioneta,Mercedes-Benz,Usaquen,Blanco,5.0,Gasolina,148000.0,ML,3.5,46000000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Chevrolet,Caloto,Gris,3.0,Gasolina,160000.0,Aveo,1.4,15000000.0,Cauca,Mecanica,2006.0
Sedan,Renault,Granada,Blanco,4.0,Gasolina,114432.0,Megane 2,2.0,16500000.0,Meta,Mecanica,2006.0
Station Wagon,Renault,Icononzo,Gris,5.0,Gasolina,145000.0,Scenic,2.0,17000000.0,Tolima,Mecanica,2006.0
Sedan,Chevrolet,Medellin,Dorado,4.0,Gasolina,104460.0,Optra,1.4,17000000.0,Antioquia,Mecanica,2006.0
Hatchback,Chevrolet,Martires,Blanco,5.0,Gasolina,170000.0,Gran Vitara,1.6,29000000.0,Bogota D.C.,Automatica,2006.0
Hatchback,Mazda,Zipaquira,Gris,5.0,Gasolina,130000.0,3,1.6,22000000.0,Cundinamarca,Mecanica,2006.0
Sedan,Mazda,Sabaneta,Blanco,4.0,Gasolina,140000.0,6,2.3,21800000.0,Antioquia,Mecanica,2006.0
Sedan,Mercedes-Benz,Chapinero,Azul,4.0,Gasolina,136500.0,Clase C,1.8,27500000.0,Bogota D.C.,Automatica,2006.0
Camioneta,Jeep,Chia,Blanco,5.0,Gasolina,127500.0,Grand Cherokee,4.7,42000000.0,Cundinamarca,Mecanica,2006.0
Camioneta,Ford,Soacha,Gris,5.0,Gasolina,135000.0,Escape,3.0,23000000.0,Cundinamarca,Automatica,2006.0
Camioneta,Toyota,Sabaneta,Gris,5.0,Gasolina,189534.0,Prado,2.7,56000000.0,Antioquia,Mecanica,2006.0
Sedan,Renault,Cota,Plateado,4.0,Gasolina,160000.0,Megane,1.6,13200000.0,Cundinamarca,Mecanica,2006.0
Camioneta,Chevrolet,Ciudad Bolivar,Gris,5.0,Gasolina,170000.0,Vitara,1.6,26000000.0,Antioquia,Mecanica,2006.0
Sedan,BMW,Suba,Blanco,4.0,Gasolina,198000.0,Serie 3,2.0,34000000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Jeep,Kennedy,Gris,5.0,Gasolina,170000.0,Cherokee,3.7,38000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Mazda,Sincelejo,Blanco,4.0,Gasolina,234000.0,626,2.0,18500000.0,Sucre,Automatica,2006.0
Hatchback,Renault,Pasto,Gris,4.0,Gasolina,137000.0,Megane 2,1.6,16500000.0,Narino,Automatica,2006.0
Sedan,Chevrolet,Bosa,Blanco,5.0,Gasolina,111800.0,Aveo,2.0,18700000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Chevrolet,Suba,Gris,5.0,Gasolina,195000.0,Zafira,2.0,20500000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Chevrolet,Giron,Gris,5.0,Gasolina,1.0,Corsa,1.4,14500000.0,Santander,Mecanica,2006.0
Camioneta,Ssangyong,Santa Marta (Distrito Turistico Cultural E Historico),Blanco,5.0,Diesel,123000.0,Kyron,2.0,19000000.0,Magdalena,Mecanica,2006.0
Sedan,Mazda,Usaquen,Gris,4.0,Gasolina,151735.0,6,2.3,21500000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Chevrolet,Giron,Gris,4.0,Gasolina,218811.0,Optra,1.8,15000000.0,Santander,Mecanica,2006.0
Coupe,Mini,Kennedy,Blanco,2.0,Gasolina,135000.0,Cooper,1.6,32000000.0,Bogota D.C.,Mecanica,2006.0
Sedan,Mazda,Kennedy,Blanco,4.0,Gasolina,169551.0,6,2.0,17500000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Hyundai,Fontibon,Gris,5.0,Gasolina,118000.0,Tucson,2.7,29900000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Jeep,Usaquen,Gris,5.0,Gasolina,118000.0,Grand Cherokee,4.7,36000000.0,Bogota D.C.,Mecanica,2006.0
Camioneta,Hyundai,Bucaramanga,Gris,5.0,Gasolina,190000.0,Tucson,2.0,27000000.0,Santander,Mecanica,2006.0
Hatchback,Chevrolet,Puente Aranda,Gris,5.0,Gasolina,200000.0,Corsa,1.4,16500000.0,Bogota D.C.,Mecanica,2006.0
Hatchback,Volkswagen,Don Matias,Gris,2.0,Diesel,111111.0,Wolkwanguen 9-150,1.6,60000000.0,Antioquia,Mecanica,2006.0
Camioneta,Toyota,Medellin,Gris,5.0,Gasolina,206700.0,Prado,2.7,47900000.0,Antioquia,Mecanica,2005.0
Camioneta,Mitsubishi,Cali,Plata,5.0,Gasolina,102962.0,Montero,3000,37000000.0,Valle Del Cauca,Mecanica,2005.0
Sedan,Toyota,Puente Aranda,Verde,4.0,Gasolina,150000.0,Hilux,2400,45000000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Toyota,Medellin,Gris,4.0,Gasolina,175000.0,Corolla,1.8,21900000.0,Antioquia,Mecanica,2005.0
Pick-Up,Toyota,Bucaramanga,Gris,4.0,Gasolina,200000.0,Hilux,2.4,43800000.0,Santander,Mecanica,2005.0
Hatchback,Toyota,Cali,Blanco,4.0,Gasolina,170000.0,Hilux,2500,49500000.0,Valle Del Cauca,Mecanica,2005.0
Camioneta,Toyota,Manizales,Marron,5.0,Gasolina,160000.0,Prado,2.7,39000000.0,Caldas,Mecanica,2005.0
Camioneta,Jeep,Puente Aranda,Negro,5.0,Gasolina,101179.0,Grand Cherokee,1.6,38000000.0,Bogota D.C.,Automatica,2005.0
Sedan,Renault,Usaquen,Plateado,4.0,Gasolina,163000.0,Megane 2,2.0,15200000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Chevrolet,Usaquen,Gris,5.0,Gasolina,150000.0,Zafira,2.0,20000000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Renault,Usaquen,Azul,4.0,Gasolina,121000.0,Symbol,1400,16800000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Toyota,Suba,Gris,5.0,Gasolina,200000.0,Prado,3400,62000000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Chevrolet,Suba,Gris,4.0,Gasolina,100000.0,Optra,1.8,15000000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Hyundai,Engativa,Azul,5.0,Gasolina,112000.0,Terracan,3500,26000000.0,Bogota D.C.,Automatica,2005.0
Camioneta,Toyota,Kennedy,Gris,5.0,Gasolina,1.0,Prado,2.7,42000.0,Bogota D.C.,Mecanica,2005.0
Sedan,Renault,Pasto,Gris,5.0,Gasolina,253000.0,Symbol,2.0,9000000.0,Narino,Mecanica,2005.0
Sedan,Mazda,Barranquilla,Gris,4.0,Gasolina,166000.0,6,2.0,17500000.0,Atlantico,Mecanica,2005.0
Hatchback,Chevrolet,Fontibon,Blanco,5.0,Gasolina,195000.0,Corsa,1.4,13500000.0,Bogota D.C.,Mecanica,2005.0
Camioneta,Toyota,Cali,Blanco,5.0,Gasolina,186000.0,Prado,3.4,50000000.0,Valle Del Cauca,Mecanica,2005.0
Sedan,Mazda,Engativa,Gris,4.0,Gasolina,215000.0,3,1.6,23500000.0,Bogota D.C.,Mecanica,2005.0
Van,Kia,Kennedy,Blanco,4.0,Diesel,450000.0,Pregio,Disel,35000000.0,Bogota D.C.,Mecanica,2005.0
Hatchback,Mazda,Engativa,Gris,5.0,Gasolina,215000.0,3,1.6,23000000.0,Bogota D.C.,Mecanica,2005.0
